call_id,manager,call_date,duration_sec,to_number,direction_type
Пе_682,Петров,2024-08-12 14:52:02,1356,+79307630852,входящий
Пе_683,Петров,2024-03-23 11:28:26,1334,+79366903551,входящий
Пе_684,Петров,2024-02-15 10:36:56,1421,+79995853974,входящий
Пе_685,Петров,2024-03-29 10:34:13,1413,+79476247014,входящий
Пе_686,Петров,2024-07-04 15:40:07,1373,+79175732768,входящий
Пе_687,Петров,2024-07-07 13:39:21,1441,+79342993210,входящий
Пе_688,Петров,2024-09-02 10:38:34,1375,+79396586682,входящий
Пе_689,Петров,2024-02-15 09:46:01,1408,+79250796657,входящий
Пе_690,Петров,2024-09-13 15:24:05,1392,+79531043494,входящий
Пе_691,Петров,2024-12-17 15:45:21,1358,+79232576429,входящий
Пе_692,Петров,2024-03-01 11:49:49,1381,+79879513975,входящий
Пе_693,Петров,2024-04-14 13:04:41,1386,+79894198488,входящий
Пе_694,Петров,2024-12-02 09:33:13,1336,+79729137255,входящий
Пе_695,Петров,2024-01-14 11:34:12,1384,+79821895231,входящий
Пе_696,Петров,2024-10-27 10:53:34,1409,+79263043621,входящий
Пе_697,Петров,2024-03-17 12:55:45,1354,+79321009450,входящий
Пе_698,Петров,2024-08-17 10:18:51,1369,+79576077104,входящий
Пе_699,Петров,2024-06-15 10:58:23,1342,+79252909891,исходящий
Пе_700,Петров,2024-03-06 11:26:13,1361,+79821810129,входящий
Пе_701,Петров,2024-02-01 13:46:15,1363,+79395783983,внутренний
Пе_702,Петров,2024-04-05 09:02:54,1423,+79916671494,входящий
Пе_703,Петров,2024-02-27 09:48:33,1366,+79451617643,внутренний
Пе_704,Петров,2024-04-13 09:32:25,1359,+79111563162,исходящий
Пе_705,Петров,2024-11-07 15:31:02,1372,+79783712200,входящий
Пе_706,Петров,2024-05-13 10:18:19,1324,+79225941338,входящий
Пе_707,Петров,2024-08-04 09:14:40,1304,+79659011768,входящий
Пе_708,Петров,2024-03-07 15:44:15,1334,+79434106140,входящий
Пе_709,Петров,2024-06-26 09:17:47,1385,+79662899443,внутренний
Пе_710,Петров,2024-09-03 09:52:50,1375,+79210179022,внутренний
Пе_711,Петров,2024-10-20 12:41:25,1401,+79928561496,входящий
Пе_712,Петров,2024-08-22 10:52:47,1330,+79774895842,исходящий
Пе_713,Петров,2024-05-10 11:55:05,1369,+79742577033,внутренний
Пе_714,Петров,2024-04-21 09:04:32,1327,+79605849792,входящий
Пе_715,Петров,2024-02-23 14:45:48,1383,+79349302636,входящий
Пе_716,Петров,2024-10-16 14:26:01,1334,+79809122115,входящий
Пе_717,Петров,2024-08-26 09:47:53,1368,+79570590964,входящий
Пе_718,Петров,2024-08-27 13:38:58,1381,+79420857909,входящий
Пе_719,Петров,2024-10-21 10:06:47,1363,+79982873873,входящий
Пе_720,Петров,2024-04-21 13:50:25,1307,+79234072227,входящий
Пе_721,Петров,2024-03-28 10:53:38,1425,+79681172939,входящий
Пе_722,Петров,2024-08-15 15:19:50,1360,+79897695393,исходящий
Пе_723,Петров,2024-10-30 11:27:32,1327,+79755020842,входящий
Пе_724,Петров,2024-10-31 14:01:19,1398,+79587873317,входящий
Пе_725,Петров,2024-10-16 11:29:12,1399,+79265009000,исходящий
Пе_726,Петров,2024-07-26 09:16:41,1366,+79175594355,входящий
Пе_727,Петров,2024-12-21 13:30:24,1421,+79909870047,входящий
Пе_728,Петров,2024-09-30 11:27:05,1353,+79873101432,входящий
Пе_729,Петров,2024-03-10 10:26:35,1380,+79466550963,входящий
Пе_730,Петров,2024-08-07 11:30:18,1391,+79392168140,внутренний
Пе_731,Петров,2024-08-18 14:34:32,1421,+79143992952,входящий
Пе_732,Петров,2024-10-16 10:24:01,1317,+79509634343,входящий
Пе_733,Петров,2024-11-02 12:46:25,1444,+79999771426,входящий
Пе_734,Петров,2024-12-26 11:48:34,1410,+79374289896,исходящий
Пе_735,Петров,2024-12-14 14:06:28,1389,+79221158422,входящий
Пе_736,Петров,2024-09-11 10:36:01,1351,+79773126960,исходящий
Пе_737,Петров,2024-05-21 12:49:14,1349,+79600928138,входящий
Пе_738,Петров,2024-03-09 12:23:30,1384,+79557317997,исходящий
Пе_739,Петров,2024-03-29 13:06:41,1390,+79728115961,входящий
Пе_740,Петров,2024-12-24 11:21:09,1386,+79280878259,входящий
Пе_741,Петров,2024-05-15 15:40:05,1380,+79862099714,входящий
Пе_742,Петров,2024-05-22 09:35:10,1388,+79842424736,исходящий
Пе_743,Петров,2024-12-04 10:55:31,1310,+79953040219,входящий
Пе_744,Петров,2024-07-05 13:15:05,1367,+79623238801,исходящий
Пе_745,Петров,2024-01-11 10:25:39,1334,+79914389724,входящий
Пе_746,Петров,2024-05-27 15:30:33,1374,+79412573684,входящий
Пе_747,Петров,2024-10-18 14:53:36,1414,+79341198293,входящий
Пе_748,Петров,2024-12-03 15:14:03,1348,+79661394434,входящий
Пе_749,Петров,2024-02-07 15:31:16,1354,+79210649279,входящий
Пе_750,Петров,2024-12-10 12:19:47,1350,+79195104483,входящий
Пе_751,Петров,2024-07-26 11:53:09,1354,+79885720569,входящий
Пе_752,Петров,2024-07-28 09:20:44,1392,+79747805692,исходящий
Пе_753,Петров,2024-01-01 13:38:26,1399,+79743221793,входящий
Пе_754,Петров,2024-12-25 15:00:17,1419,+79489284435,входящий
Пе_755,Петров,2024-03-05 14:13:48,1345,+79359085951,исходящий
Пе_756,Петров,2024-01-01 13:50:31,1396,+79813942334,входящий
Пе_757,Петров,2024-08-30 13:31:20,1401,+79630999472,входящий
Пе_758,Петров,2024-11-11 14:15:20,1425,+79998409575,входящий
Пе_759,Петров,2024-01-25 12:45:30,1347,+79853336237,входящий
Пе_760,Петров,2024-12-12 13:35:54,1315,+79564368978,входящий
Пе_761,Петров,2024-02-19 14:46:05,1367,+79552769142,входящий
Пе_762,Петров,2024-12-13 09:27:44,1459,+79160830178,внутренний
Пе_763,Петров,2024-08-28 09:24:08,1342,+79785111610,входящий
Пе_764,Петров,2024-02-01 15:00:10,1390,+79212947007,входящий
Пе_765,Петров,2024-02-02 13:47:07,1309,+79926722781,входящий
Пе_766,Петров,2024-07-18 10:12:28,1430,+79400866284,входящий
Пе_767,Петров,2024-08-21 15:07:02,1319,+79877445311,входящий
Пе_768,Петров,2024-01-26 12:31:10,1303,+79886454293,исходящий
Пе_769,Петров,2024-02-11 14:51:33,1378,+79396208468,входящий
Пе_770,Петров,2024-03-01 12:08:47,1379,+79370229471,внутренний
Пе_771,Петров,2024-02-10 15:35:26,1418,+79787479760,входящий
Пе_772,Петров,2024-05-09 12:00:18,1401,+79645271388,входящий
Пе_773,Петров,2024-12-20 09:27:18,1315,+79453078170,входящий
Пе_774,Петров,2024-12-19 14:59:56,1371,+79550590774,входящий
Пе_775,Петров,2024-07-16 14:17:33,1354,+79816162690,входящий
Пе_776,Петров,2024-10-13 11:39:56,1335,+79997966258,внутренний
Пе_777,Петров,2024-05-30 11:36:41,1388,+79369776630,входящий
Пе_778,Петров,2024-07-22 10:09:18,1406,+79482962150,входящий
Пе_779,Петров,2024-06-30 13:43:13,1351,+79189220818,внутренний
Пе_780,Петров,2024-07-25 15:39:45,1365,+79113879306,входящий
Пе_781,Петров,2024-05-26 11:33:38,1367,+79208588563,входящий
Пе_782,Петров,2024-07-22 11:30:29,1355,+79865680590,входящий
Пе_783,Петров,2024-02-17 10:59:21,1362,+79965426771,входящий
Пе_784,Петров,2024-09-14 14:46:54,1355,+79621354015,исходящий
Пе_785,Петров,2024-05-18 10:10:33,1379,+79360644618,входящий
Пе_786,Петров,2024-06-20 14:53:30,1358,+79728980907,исходящий
Пе_787,Петров,2024-04-10 09:20:26,1388,+79631476522,входящий
Пе_788,Петров,2024-07-05 10:09:30,1357,+79337713697,входящий
Пе_789,Петров,2024-11-10 09:00:19,1395,+79734672082,входящий
Пе_790,Петров,2024-10-20 14:12:12,1357,+79565753802,внутренний
Пе_791,Петров,2024-12-28 14:06:34,1393,+79814713147,входящий
Пе_792,Петров,2024-01-21 12:21:06,1350,+79385351360,входящий
Пе_793,Петров,2024-10-24 09:39:29,1402,+79211632051,входящий
Пе_794,Петров,2024-01-10 13:10:04,1322,+79938508532,входящий
Пе_795,Петров,2024-07-05 11:40:35,1375,+79987190804,входящий
Пе_796,Петров,2024-05-12 10:22:40,1358,+79860777313,входящий
Пе_797,Петров,2024-02-02 09:59:12,1374,+79623837795,внутренний
Пе_798,Петров,2024-03-09 11:18:52,1340,+79702015640,входящий
Пе_799,Петров,2024-03-20 15:27:37,1369,+79751375404,входящий
Пе_800,Петров,2024-07-09 14:19:23,1342,+79999164317,входящий
Пе_801,Петров,2024-04-10 13:49:25,1368,+79707329936,входящий
Пе_802,Петров,2024-10-11 11:35:34,1365,+79503536163,исходящий
Пе_803,Петров,2024-08-08 14:42:12,1385,+79751361677,входящий
Пе_804,Петров,2024-02-22 09:37:09,1377,+79657236343,входящий
Пе_805,Петров,2024-06-08 09:46:13,1432,+79816783908,входящий
Пе_806,Петров,2024-02-11 11:11:16,1360,+79510799907,исходящий
Пе_807,Петров,2024-02-16 13:06:08,1371,+79145205850,внутренний
Пе_808,Петров,2024-06-07 15:33:37,1471,+79746029988,входящий
Пе_809,Петров,2024-07-02 14:49:24,1368,+79215746872,входящий
Пе_810,Петров,2024-09-02 11:36:49,1404,+79733876003,входящий
Пе_811,Петров,2024-01-11 15:37:38,1392,+79952121478,входящий
Пе_812,Петров,2024-06-02 11:51:47,1445,+79790070005,входящий
Пе_813,Петров,2024-08-07 15:39:42,1332,+79205845958,входящий
Пе_814,Петров,2024-06-03 12:13:10,1329,+79718073204,входящий
Пе_815,Петров,2024-12-04 09:50:14,1342,+79201912670,входящий
Пе_816,Петров,2024-12-30 10:05:59,1380,+79226136059,входящий
Пе_817,Петров,2024-10-09 15:39:09,1345,+79920371691,входящий
Пе_818,Петров,2024-07-05 10:10:30,1311,+79356210171,входящий
Пе_819,Петров,2024-03-02 15:00:20,1347,+79487299562,входящий
Пе_820,Петров,2024-05-27 09:57:03,1386,+79722901319,входящий
Пе_821,Петров,2024-05-23 10:32:51,1348,+79822208839,входящий
Пе_822,Петров,2024-04-12 12:27:42,1409,+79861610753,входящий
Пе_823,Петров,2024-10-26 12:20:19,1341,+79748331514,входящий
Пе_824,Петров,2024-04-02 13:48:07,1376,+79552935791,входящий
Пе_825,Петров,2024-10-12 10:35:25,1363,+79975404036,исходящий
Пе_826,Петров,2024-04-28 12:49:24,1381,+79522780580,входящий
Пе_827,Петров,2024-01-29 14:30:22,1384,+79871256936,входящий
Пе_828,Петров,2024-01-30 11:53:33,1423,+79899196540,входящий
Пе_829,Петров,2024-12-25 11:33:05,1396,+79142804636,входящий
Пе_830,Петров,2024-12-31 13:53:13,1363,+79472915318,входящий
Пе_831,Петров,2024-10-14 10:40:53,1394,+79794805953,входящий
Пе_832,Петров,2024-05-17 11:45:09,1398,+79946254966,исходящий
Пе_833,Петров,2024-02-20 15:27:35,1437,+79572709559,входящий
Пе_834,Петров,2024-10-18 12:31:44,1370,+79594718999,входящий
Пе_835,Петров,2024-08-21 15:16:43,1373,+79715624421,входящий
Пе_836,Петров,2024-02-24 09:35:57,1415,+79661315067,входящий
Пе_837,Петров,2024-10-18 12:41:22,1315,+79140025052,входящий
Пе_838,Петров,2024-08-27 10:01:55,1369,+79528093064,входящий
Пе_839,Петров,2024-11-07 11:54:29,1396,+79973124622,входящий
Пе_840,Петров,2024-02-05 15:42:22,1407,+79964599027,входящий
Пе_841,Петров,2024-03-29 14:27:13,1309,+79774436940,входящий
Пе_842,Петров,2024-07-30 13:35:56,1335,+79899278745,входящий
Пе_843,Петров,2024-11-13 10:24:23,1300,+79934974681,входящий
Пе_844,Петров,2024-12-30 10:59:47,1401,+79563638879,входящий
Пе_845,Петров,2024-09-01 09:12:28,1381,+79818406683,исходящий
Пе_846,Петров,2024-03-27 11:33:12,1418,+79127531354,входящий
Пе_847,Петров,2024-08-27 09:37:19,1376,+79331970687,исходящий
Пе_848,Петров,2024-11-15 11:06:58,1442,+79708736452,входящий
Пе_849,Петров,2024-07-06 11:58:16,1347,+79294065618,исходящий
Пе_850,Петров,2024-02-26 13:58:00,1364,+79125924873,входящий
Пе_851,Петров,2024-04-22 13:17:02,1388,+79777017062,внутренний
Пе_852,Петров,2024-08-10 14:17:41,1354,+79453220524,входящий
Пе_853,Петров,2024-03-10 12:25:02,1388,+79206090203,входящий
Пе_854,Петров,2024-08-14 14:45:16,1372,+79413829870,входящий
Пе_855,Петров,2024-09-12 11:40:03,1370,+79542536154,входящий
Пе_856,Петров,2024-06-28 13:52:01,1371,+79961028466,входящий
Пе_857,Петров,2024-07-02 15:45:59,1396,+79130466968,входящий
Пе_858,Петров,2024-07-09 12:38:40,1365,+79882819390,входящий
Пе_859,Петров,2024-08-19 12:31:11,1342,+79590295395,входящий
Пе_860,Петров,2024-10-02 12:47:55,1377,+79372208827,входящий
Пе_861,Петров,2024-08-20 14:48:34,1356,+79485031934,входящий
Пе_862,Петров,2024-02-23 15:06:02,1345,+79978716413,входящий
Пе_863,Петров,2024-09-13 11:01:39,1323,+79833378225,внутренний
Пе_864,Петров,2024-03-30 14:09:45,1403,+79469420581,внутренний
Пе_865,Петров,2024-08-13 14:11:55,1395,+79478363473,исходящий
Пе_866,Петров,2024-09-03 15:08:05,1417,+79367040757,исходящий
Пе_867,Петров,2024-05-30 12:53:54,1375,+79397031861,входящий
Пе_868,Петров,2024-04-22 09:03:28,1408,+79578896357,внутренний
Пе_869,Петров,2024-09-25 14:45:03,1347,+79941501994,входящий
Пе_870,Петров,2024-06-05 11:06:54,1318,+79151323907,входящий
Пе_871,Петров,2024-12-31 13:17:54,1353,+79448442536,исходящий
Пе_872,Петров,2024-12-12 10:41:39,1369,+79591993412,входящий
Пе_873,Петров,2024-12-16 14:01:21,1386,+79850657658,входящий
Пе_874,Петров,2024-10-25 15:43:54,1414,+79781619178,входящий
Пе_875,Петров,2024-06-07 11:57:45,1385,+79382580601,входящий
Пе_876,Петров,2024-11-25 10:57:37,1443,+79925289923,входящий
Пе_877,Петров,2024-08-12 14:23:33,1379,+79952165566,входящий
Пе_878,Петров,2024-01-14 09:42:25,1378,+79272434469,входящий
Пе_879,Петров,2024-12-20 12:53:42,1385,+79324821156,входящий
Пе_880,Петров,2024-04-18 14:03:04,1387,+79699660934,входящий
Пе_881,Петров,2024-04-05 10:52:48,1386,+79927649755,входящий
Пе_882,Петров,2024-07-13 13:09:46,1338,+79687634973,внутренний
Пе_883,Петров,2024-02-27 11:05:11,1401,+79796092768,входящий
Пе_884,Петров,2024-12-17 12:02:17,1450,+79445617249,исходящий
Пе_885,Петров,2024-10-20 13:12:44,1349,+79895325695,входящий
Пе_886,Петров,2024-06-02 13:26:11,1374,+79530915004,входящий
Пе_887,Петров,2024-03-04 14:47:53,1334,+79908870287,входящий
Пе_888,Петров,2024-06-06 15:00:19,1398,+79474241052,входящий
Пе_889,Петров,2024-09-21 11:35:22,1398,+79938558242,входящий
Пе_890,Петров,2024-04-30 09:21:29,1330,+79975603657,входящий
Пе_891,Петров,2024-10-14 13:53:44,1336,+79284745882,входящий
Пе_892,Петров,2024-01-11 09:36:59,1313,+79636695255,входящий
Пе_893,Петров,2024-08-01 12:05:07,1422,+79195422848,входящий
Пе_894,Петров,2024-06-10 09:11:46,1350,+79458375577,внутренний
Пе_895,Петров,2024-04-14 09:11:20,1371,+79477747416,входящий
Пе_896,Петров,2024-05-26 13:40:01,1364,+79761857388,входящий
Пе_897,Петров,2024-06-30 15:10:50,1405,+79677925180,входящий
Пе_898,Петров,2024-12-03 09:13:40,1395,+79894417896,входящий
Пе_899,Петров,2024-02-06 11:29:05,1393,+79964529325,исходящий
Пе_900,Петров,2024-03-22 14:15:19,1351,+79997901191,внутренний
Пе_901,Петров,2024-01-12 15:43:41,1396,+79344352419,входящий
Пе_902,Петров,2024-01-04 15:12:47,1403,+79439875950,входящий
Пе_903,Петров,2024-02-12 15:47:08,1395,+79989791716,входящий
Пе_904,Петров,2024-02-20 11:03:24,1337,+79428388010,входящий
Пе_905,Петров,2024-09-17 14:18:11,1341,+79208768073,входящий
Пе_906,Петров,2024-05-13 11:08:36,1427,+79875177891,внутренний
Пе_907,Петров,2024-03-27 11:26:14,1434,+79197101136,входящий
Пе_908,Петров,2024-12-27 15:12:17,1373,+79786606073,входящий
Пе_909,Петров,2024-02-25 10:11:18,1373,+79536009263,входящий
Пе_910,Петров,2024-08-04 11:44:28,1380,+79435999953,внутренний
Пе_911,Петров,2024-12-31 11:05:31,1393,+79767652370,входящий
Пе_912,Петров,2024-03-08 11:37:23,1332,+79633856589,входящий
Пе_913,Петров,2024-12-17 11:49:41,1382,+79786631056,входящий
Пе_914,Петров,2024-02-13 13:28:53,1344,+79299922295,входящий
Пе_915,Петров,2024-05-22 14:43:53,1375,+79912354926,входящий
Пе_916,Петров,2024-12-11 10:02:53,1349,+79510917117,входящий
Пе_917,Петров,2024-02-11 13:24:09,1356,+79317055967,входящий
Пе_918,Петров,2024-05-18 13:36:13,1381,+79384198407,входящий
Пе_919,Петров,2024-03-13 14:27:22,1357,+79859560763,входящий
Пе_920,Петров,2024-09-23 14:51:43,1342,+79621237911,входящий
Пе_921,Петров,2024-07-12 15:18:13,1419,+79476447338,входящий
Пе_922,Петров,2024-06-03 11:44:32,1343,+79461852334,входящий
Пе_923,Петров,2024-09-02 13:53:47,1306,+79965325849,входящий
Пе_924,Петров,2024-11-09 15:17:05,1392,+79570050991,входящий
Пе_925,Петров,2024-08-05 13:49:13,1367,+79488118171,входящий
Пе_926,Петров,2024-09-09 11:13:29,1374,+79910429026,внутренний
Пе_927,Петров,2024-10-03 11:02:59,1380,+79270958351,входящий
Пе_928,Петров,2024-10-03 09:33:42,1413,+79280971874,входящий
Пе_929,Петров,2024-03-12 14:11:30,1431,+79446560674,входящий
Пе_930,Петров,2024-05-08 10:29:37,1383,+79117101842,входящий
Пе_931,Петров,2024-12-23 11:23:36,1340,+79219701391,входящий
Пе_932,Петров,2024-07-04 12:42:37,1380,+79303785198,входящий
Пе_933,Петров,2024-01-13 09:20:44,1393,+79724753286,входящий
Пе_934,Петров,2024-11-24 09:40:22,1405,+79433426453,входящий
Пе_935,Петров,2024-08-07 15:57:00,1379,+79643441434,исходящий
Пе_936,Петров,2024-01-06 10:26:30,1358,+79851864410,входящий
Пе_937,Петров,2024-08-26 11:21:41,1348,+79789672680,входящий
Пе_938,Петров,2024-04-21 09:11:58,1372,+79701816496,внутренний
Пе_939,Петров,2024-08-15 11:19:10,1330,+79418046292,входящий
Пе_940,Петров,2024-01-17 12:34:11,1387,+79912576217,исходящий
Пе_941,Петров,2024-03-13 15:01:28,1381,+79701210879,исходящий
Пе_942,Петров,2024-01-12 15:39:29,1380,+79677946218,внутренний
Пе_943,Петров,2024-03-26 13:36:44,1397,+79291027373,входящий
Пе_944,Петров,2024-06-28 12:46:25,1419,+79527318353,входящий
Пе_945,Петров,2024-05-01 12:53:15,1373,+79764078159,входящий
Пе_946,Петров,2024-07-22 11:46:23,1377,+79846933565,входящий
Пе_947,Петров,2024-03-10 13:21:30,1364,+79181534962,входящий
Пе_948,Петров,2024-04-17 14:25:19,1392,+79313266186,входящий
Пе_949,Петров,2024-07-19 09:59:56,1375,+79200248486,входящий
Пе_950,Петров,2024-02-21 10:48:59,1410,+79197218961,входящий
Пе_951,Петров,2024-02-06 13:06:26,1409,+79864145083,входящий
Пе_952,Петров,2024-04-26 12:49:17,1385,+79742064735,входящий
Пе_953,Петров,2024-09-15 13:25:37,1373,+79812095032,входящий
Пе_954,Петров,2024-09-20 09:10:32,1367,+79534475766,входящий
Пе_955,Петров,2024-10-29 10:59:19,1390,+79382791433,входящий
Пе_956,Петров,2024-03-04 13:44:33,1390,+79256514450,входящий
Пе_957,Петров,2024-02-11 10:36:48,1367,+79868678998,входящий
Пе_958,Петров,2024-02-12 10:08:42,1384,+79465248258,входящий
Пе_959,Петров,2024-05-04 11:50:03,1352,+79672119440,входящий
Пе_960,Петров,2024-09-26 09:19:50,1389,+79479889481,входящий
Пе_961,Петров,2024-12-12 15:09:51,1354,+79526014310,исходящий
Пе_962,Петров,2024-08-20 11:29:25,1398,+79242842323,входящий
Пе_963,Петров,2024-05-11 10:29:00,1366,+79513648472,исходящий
Пе_964,Петров,2024-01-02 14:09:12,1425,+79211267593,входящий
Пе_965,Петров,2024-04-24 10:19:19,1376,+79890577157,входящий
Пе_966,Петров,2024-01-01 09:11:15,1382,+79974641190,входящий
Пе_967,Петров,2024-11-26 15:13:27,1333,+79957369138,входящий
Пе_968,Петров,2024-03-05 09:46:15,1417,+79415585886,входящий
Пе_969,Петров,2024-05-04 10:43:35,1374,+79758654741,входящий
Пе_970,Петров,2024-09-12 15:49:23,1427,+79712147489,входящий
Пе_971,Петров,2024-11-17 09:30:10,1377,+79188274038,входящий
Пе_972,Петров,2024-05-22 11:06:30,1369,+79447716573,входящий
Пе_973,Петров,2024-11-23 13:43:25,1360,+79341403853,входящий
Пе_974,Петров,2024-09-02 14:13:58,1394,+79575169464,внутренний
Пе_975,Петров,2024-04-25 12:42:24,1391,+79987054668,входящий
Пе_976,Петров,2024-10-29 15:29:45,1335,+79143779506,входящий
Пе_977,Петров,2024-03-30 10:48:58,1358,+79364036974,входящий
Пе_978,Петров,2024-10-22 09:24:08,1397,+79688396797,внутренний
Пе_979,Петров,2024-02-11 11:48:59,1356,+79266442667,входящий
Пе_980,Петров,2024-02-04 10:25:49,1351,+79816745560,исходящий
Пе_981,Петров,2024-02-10 11:57:18,1381,+79393977947,входящий
Пе_982,Петров,2024-12-06 15:43:46,1378,+79128302963,исходящий
Пе_983,Петров,2024-05-03 15:27:38,1361,+79630957739,входящий
Пе_984,Петров,2024-02-26 12:34:04,1428,+79341021325,входящий
Пе_985,Петров,2024-10-20 11:31:42,1371,+79994693184,входящий
Пе_986,Петров,2024-08-22 14:37:01,1337,+79846335498,входящий
Пе_987,Петров,2024-04-05 10:56:38,1327,+79335122791,исходящий
Пе_988,Петров,2024-11-14 10:49:15,1406,+79363444418,входящий
Пе_989,Петров,2024-12-08 11:23:21,1342,+79342485962,входящий
Пе_990,Петров,2024-05-11 13:52:00,1376,+79572828547,внутренний
Пе_991,Петров,2024-06-24 13:38:48,1349,+79795672015,входящий
Пе_992,Петров,2024-02-21 12:58:04,1372,+79971368687,внутренний
Пе_993,Петров,2024-02-07 14:14:08,1386,+79331893977,входящий
Пе_994,Петров,2024-12-08 12:12:02,1334,+79256097045,исходящий
Пе_995,Петров,2024-01-05 10:19:27,1362,+79113334107,входящий
Пе_996,Петров,2024-07-31 09:21:24,1355,+79418679207,входящий
Пе_997,Петров,2024-04-29 14:11:27,1346,+79361649622,входящий
Пе_998,Петров,2024-11-21 10:18:19,1364,+79122305856,входящий
Пе_999,Петров,2024-07-27 12:43:52,1356,+79757366769,входящий
Пе_1000,Петров,2024-08-04 12:02:16,1401,+79618910736,входящий
Пе_1001,Петров,2024-01-24 12:11:10,1354,+79999721261,внутренний
Пе_1002,Петров,2024-12-07 12:43:33,1389,+79571318858,внутренний
Пе_1003,Петров,2024-07-23 15:06:29,1388,+79545093734,внутренний
Пе_1004,Петров,2024-08-13 15:05:22,1330,+79697346574,внутренний
Пе_1005,Петров,2024-08-05 14:46:06,1360,+79691874571,входящий
Пе_1006,Петров,2024-07-29 14:55:25,1372,+79709977378,внутренний
Пе_1007,Петров,2024-01-26 15:51:00,1383,+79306415172,исходящий
Пе_1008,Петров,2024-09-08 10:20:08,1368,+79542729056,входящий
Пе_1009,Петров,2024-01-03 13:32:24,1406,+79299778297,входящий
Пе_1010,Петров,2024-01-02 14:29:00,1378,+79656811785,внутренний
Пе_1011,Петров,2024-04-01 12:41:42,1389,+79723731918,входящий
Пе_1012,Петров,2024-01-02 12:27:49,1357,+79529085310,входящий
Пе_1013,Петров,2024-05-29 09:19:27,1389,+79773510042,входящий
Пе_1014,Петров,2024-03-11 11:47:40,1433,+79717892099,исходящий
Пе_1015,Петров,2024-01-04 09:38:51,1391,+79515649533,внутренний
Пе_1016,Петров,2024-02-07 15:58:28,1408,+79901862642,входящий
Пе_1017,Петров,2024-12-24 13:23:49,1366,+79380775198,входящий
Пе_1018,Петров,2024-03-10 12:45:21,1403,+79858862663,входящий
Пе_1019,Петров,2024-07-19 15:34:23,1406,+79955554613,входящий
Пе_1020,Петров,2024-11-03 09:50:11,1383,+79490808654,входящий
Пе_1021,Петров,2024-09-08 12:34:48,1373,+79962672189,входящий
Пе_1022,Петров,2024-10-13 12:55:43,1330,+79960846008,внутренний
Пе_1023,Петров,2024-10-18 09:09:00,1374,+79382992538,входящий
Пе_1024,Петров,2024-06-02 11:59:45,1392,+79563120635,входящий
Пе_1025,Петров,2024-05-12 13:16:12,1352,+79497529831,внутренний
Пе_1026,Петров,2024-03-14 13:52:39,1337,+79491394490,входящий
Пе_1027,Петров,2024-09-30 14:55:29,1378,+79352013447,входящий
Пе_1028,Петров,2024-09-27 12:03:29,1382,+79443763518,входящий
Пе_1029,Петров,2024-07-03 11:02:07,1335,+79680216914,входящий
Пе_1030,Петров,2024-12-18 15:31:29,1376,+79483405477,исходящий
Пе_1031,Петров,2024-01-05 11:03:56,1384,+79182721548,внутренний
Пе_1032,Петров,2024-10-19 13:43:23,1415,+79844316831,входящий
Пе_1033,Петров,2024-12-25 11:27:21,1361,+79244410546,входящий
Пе_1034,Петров,2024-03-26 14:18:49,1438,+79445382534,входящий
Пе_1035,Петров,2024-08-01 15:01:34,1377,+79988465406,входящий
Пе_1036,Петров,2024-01-15 11:11:18,1339,+79854233642,входящий
Пе_1037,Петров,2024-09-29 11:26:01,1365,+79365101864,входящий
Пе_1038,Петров,2024-02-20 12:20:19,1342,+79954222908,входящий
Пе_1039,Петров,2024-09-09 14:02:38,1370,+79677968834,внутренний
Пе_1040,Петров,2024-02-14 09:22:46,1389,+79721651927,внутренний
Пе_1041,Петров,2024-07-09 09:34:47,1383,+79238260022,входящий
Пе_1042,Петров,2024-05-01 12:15:11,1341,+79203746446,входящий
Пе_1043,Петров,2024-07-05 09:34:06,1338,+79942048319,входящий
Пе_1044,Петров,2024-08-01 10:46:09,1388,+79644874404,входящий
Пе_1045,Петров,2024-05-28 14:31:27,1395,+79860589227,входящий
Пе_1046,Петров,2024-06-18 11:22:29,1361,+79610819473,входящий
Пе_1047,Петров,2024-07-27 14:39:15,1299,+79674838329,входящий
Пе_1048,Петров,2024-03-22 15:57:53,1340,+79436601726,входящий
Пе_1049,Петров,2024-07-14 14:52:33,1405,+79212536324,входящий
Пе_1050,Петров,2024-09-02 13:29:02,1353,+79966781918,входящий
Пе_1051,Петров,2024-12-10 09:20:23,1365,+79987226166,входящий
Пе_1052,Петров,2024-12-22 09:09:38,1392,+79748638406,входящий
Пе_1053,Петров,2024-02-09 14:40:51,1366,+79344624608,входящий
Пе_1054,Петров,2024-06-16 09:24:32,1417,+79873208192,входящий
Пе_1055,Петров,2024-02-12 14:05:21,1364,+79474030217,входящий
Пе_1056,Петров,2024-11-24 14:47:19,1349,+79870479048,внутренний
Пе_1057,Петров,2024-07-29 12:25:01,1411,+79853921898,входящий
Пе_1058,Петров,2024-06-27 10:47:16,1377,+79792526922,входящий
Пе_1059,Петров,2024-01-23 14:41:47,1343,+79694931167,входящий
Пе_1060,Петров,2024-04-04 09:53:58,1389,+79981625287,исходящий
Пе_1061,Петров,2024-06-08 12:07:50,1366,+79340479300,исходящий
Пе_1062,Петров,2024-08-31 10:36:16,1341,+79599597507,входящий
Пе_1063,Петров,2024-01-17 11:39:32,1378,+79388979831,входящий
Пе_1064,Петров,2024-04-21 13:54:50,1370,+79716606071,входящий
Пе_1065,Петров,2024-04-12 10:44:51,1325,+79998306809,внутренний
